,gush_number,lat_lon,restaurant_number
12699,6958,"32.09412198986412,34.78043293851846",60
12700,19620,"32.96747310571557,35.248657343035916",25
12701,4372,"31.938200601359515,34.86459360531238",60
12702,4028,"31.946680002841603,34.87199038800016",60
12703,4349,"31.938544758583173,34.860170096304856",60
12704,5479,"31.879302347116223,34.788307726302854",60
12705,7526,"32.12833929574068,34.94121475777061",60
12706,2802,"31.83784505044858,34.69120868638584",31
12707,20251,"32.52010697318635,35.30584592873144",7
12708,6894,"32.06079577646134,34.78058467542302",60
12709,10315,"32.78561897829683,35.17603003690162",46
12710,4570,"31.82183202907329,34.77681124848884",39
12711,6181,"32.06315619186129,34.831245341409144",60
12712,18004,"32.92979971531088,35.08075147117429",60
12713,18742,"32.96716886835751,35.25179663598189",24
12714,18743,"32.969149614912034,35.241895577692816",31
12715,4338,"31.939025145946474,34.86817773275253",60
12716,20012,"32.51438667984702,35.29530942936378",9
12717,10316,"32.77807444785003,35.1747486406775",36
12718,10320,"32.78051123319999,35.185620219168946",46
12719,5143,"31.821389090940272,34.90111832569427",5
12720,3652,"31.887287105447474,34.78120005449197",60
12721,5547,"31.94695495866011,34.863443757645555",60
12722,20253,"32.51285173051461,35.30671837984152",8
12723,20254,"32.51557135875732,35.31436694167979",8
12724,10286,"32.79577832025726,35.18171662056011",54
12725,20015,"32.51423011923532,35.295148834405104",8
12726,6380,"32.08737306620092,34.88501966597335",60
12727,10285,"32.79461483298472,35.17370151637974",53
12728,18916,"32.96088291239729,35.24643155819593",35
12729,20252,"32.5195897824714,35.312179162979035",7
12730,20250,"32.526789809485344,35.304977403782104",8
12731,20611,"32.5246076154989,35.31354176169907",8
12732,4572,"31.82321782184748,34.778009069875175",39
12733,5548,"31.95587469125483,34.862900537034896",60
12734,20610,"32.53185775275559,35.306664879813184",7
12735,6780,"32.02104337875741,34.7962252013516",60
12736,12399,"32.78013756232305,35.17535611157017",41
12737,6779,"32.02260101502777,34.793623132972755",60
12738,10319,"32.784554797433984,35.18857883760488",53
12739,10329,"32.787731215510064,35.18134771001151",49
12740,4545,"31.88288008167332,34.78717713635883",60
12741,20007,"32.51978519576149,35.29061607441253",10
12742,4027,"31.947151642006087,34.87617375457041",60
12743,3678,"31.883822234252648,34.783660507832224",60
12744,2643,"31.873306022820945,34.787654447707276",60
12745,3665,"31.883570361273094,34.77792115020719",60
12746,20013,"32.5143665998482,35.2985956960684",9
12747,6011,"32.027575169783695,34.79442664559003",60
12748,10318,"32.79237871257385,35.190156199498425",53
12749,4337,"31.94363782002149,34.86783595429346",60
12750,2641,"31.87558995479346,34.77727679216235",58
12751,3680,"31.879778504609607,34.785759276499945",60
12752,4252,"32.10821443136175,34.94078339941204",60
12753,6799,"32.02322018558317,34.791047876034135",60
12754,4576,"31.82231481563073,34.77767638183942",39
12755,3837,"31.942876212563196,34.851497311666684",60
12756,3839,"31.94796271407755,34.8564038098926",60
12757,6317,"32.114732770166036,34.93141308016688",60
12758,3840,"31.943748098997876,34.85887660078868",60
12759,20045,"33.05533572885484,35.14470938269333",22
12760,20043,"33.063089149830525,35.14681364820509",19
12761,20041,"33.06429666719028,35.14410071028214",20
12762,1565,"31.615449905906495,34.75265924929497",60
12763,2431,"31.610021674476574,34.75209718116189",60
12764,13929,"32.913361425575296,35.5499688717077",12
12765,4512,"31.80179966975859,34.834109879549004",6
12766,4303,"31.796892312084537,34.829163511352434",5
12767,5446,"31.80199059269381,34.817513121845174",13
12768,4550,"31.81095071897297,34.824557547139385",6
12769,5983,"31.793724823074342,34.82538633040626",6
12770,100827,"31.235248608986858,34.340580988108115",1
12771,8017,"32.27325034807298,34.89174977591571",60
12772,100909,"31.37079727964612,34.635054027166646",0
12773,11183,"32.70121363238054,35.165871265680195",37
12774,12310,"32.509221825852954,34.92173292983153",60
12775,10635,"32.511362499716185,34.921675200207474",60
12776,18538,"33.070110072567644,35.147202628381805",16
12777,18539,"33.0692599715904,35.14325611342864",20
12778,6411,"32.16252007453597,34.90854485018003",60
12779,31342,"31.767846043580356,35.16087301799295",60
12780,31340,"31.765935250508512,35.16251291198186",60
12781,18328,"33.06805944773998,35.13476625850781",25
12782,13585,"32.911253025931636,35.507727750268224",3
12783,13586,"32.91234564186828,35.51894750159439",11
12784,13583,"32.91777242093018,35.5066062097086",1
12785,100910,"31.371734189039092,34.643519968937305",0
12786,18221,"33.077871870475505,35.15497312621366",22
12787,13859,"32.91927686907448,35.496735354301315",0
12788,7088,"32.05250204448365,34.76110677363656",60
12789,20040,"33.068411747196926,35.146068483915315",20
12790,31341,"31.76597645722253,35.1640836341556",60
12791,10622,"32.50926877726304,34.917633052243566",60
12792,18224,"33.05375002379397,35.137896264303976",24
12793,20044,"33.058599972721495,35.147525768601945",20
12794,19013,"33.06198427352765,35.14389161464561",18
12795,3977,"31.966265666608166,34.90096438916594",60
12796,3891,"31.830947358129073,34.856307281300104",19
12797,31413,"31.76470370192303,35.166636723522366",60
12798,5752,"31.882137124621764,34.97709478634919",55
12799,5751,"31.889018002202945,34.98160760880548",60
12800,20042,"33.060420227598925,35.14310668092569",20
12801,13934,"32.90546151364392,35.5467281538145",14
12802,100306,"31.244544224491687,34.328703861523564",0
12803,100305,"31.22753667378642,34.29535794858496",1
12804,100394,"31.382022651945423,34.6311459781938",1
12805,30840,"31.76852869366375,35.166664949869286",60
12806,13930,"32.917084345812356,35.53929039904653",11
12807,100237,"31.352005725437476,34.64312835037511",1
12808,101016,"31.375216545171437,34.64976655526264",0
12809,101063,"31.35907720835888,34.65208474730876",1
12810,100999,"31.37430752276385,34.6622264215118",0
12811,18325,"33.0614518260477,35.12934145281955",25
12812,4455,"31.92493100630742,34.91455166468553",44
12813,13932,"32.91248186739282,35.52830990602414",12
12814,4627,"31.920639612295762,34.92154256658778",20
12815,9047,"32.275641684525006,34.918995290311855",59
12816,6924,"32.06178979310622,34.77122278842236",60
12817,7421,"32.060536748227406,34.76937531752782",60
12818,20046,"33.057036862989904,35.146446922973766",20
12819,2430,"31.614077847818013,34.751894829700085",60
12820,100392,"31.36458714639941,34.63018116956156",1
12821,100390,"31.368381045283307,34.644548336848075",0
12822,4249,"32.110679627546496,34.93045975899657",60
12823,10639,"32.50661635865515,34.91667969103592",60
12824,7445,"32.0617788778092,34.77701136176247",60
12825,5302,"31.891259942023172,34.9899250586865",60
12826,4251,"32.104270225492684,34.93174063180499",60
12827,8039,"32.28001692926585,34.92211664737102",60
12828,30608,"31.833471099424205,35.24161956789124",18
12829,5301,"31.89707622297814,34.987352733256834",60
12830,1570,"31.6080952774328,34.750788558281684",60
12831,15684,"32.91661893459551,35.45827755202015",6
12832,18518,"33.069601740655855,35.14120899646822",23
12833,8212,"32.334371584712706,34.89657886690352",52
12834,10119,"32.46249748164378,34.94952230411476",60
12835,10111,"32.46359303233041,34.95976116024119",60
12836,6533,"32.16625669884683,34.840405231077916",60
12837,6911,"32.07400037688086,34.772855512083474",60
12838,9040,"32.28244256784023,34.84385445026786",60
12839,3746,"31.920612177961075,34.75175502830018",8
12840,4072,"31.92831724030285,34.74602923413663",6
12841,5287,"31.931218229334313,34.74135297446953",4
12842,30194,"31.75702715147544,35.190741227761464",60
12843,18808,"32.95175252292892,35.2775628003945",31
12844,19015,"33.072579618504086,35.146925513977415",19
12845,21163,"32.9427915563754,35.28706842021819",60
12846,18809,"32.94493014633788,35.28741935639622",60
12847,11668,"32.78938114851589,35.04109578820184",60
12848,18550,"32.940531859138005,35.07860523419777",60
12849,5712,"31.9668673352953,34.91598852578499",60
12850,18949,"32.942304377825415,35.08440882116806",60
12851,11181,"32.70426015853593,35.1683234505333",39
12852,9043,"32.278028887909784,34.846666419700576",60
12853,18322,"33.07532326913598,35.14790100864053",19
12854,5978,"31.965916107007637,34.911123001357296",60
12855,8280,"32.338633650464274,34.88890523095922",60
12856,5283,"31.925208949791386,34.728941913128516",1
12857,190,"31.808940173983963,34.681489947335166",60
12858,19220,"32.95139477118715,35.29153716185882",56
12859,18017,"32.93355738016465,35.08231948988386",60
12860,8306,"32.34658732650325,34.902268865859774",36
12861,5709,"31.95970080496813,34.914841372118474",60
12862,5285,"31.9241511253093,34.73969789794558",3
12863,19014,"33.06583300387653,35.16670415273313",20
12864,21116,"32.93755952752503,35.082723477223254",60
12865,19219,"32.95658723549027,35.27932459394866",29
12866,5282,"31.929308618282864,34.731625053799185",1
12867,19115,"32.94119844713768,35.299177920590786",60
12868,10916,"32.82620190475234,34.98247152819062",60
12869,5710,"31.960668587521415,34.90877313145215",60
12870,18018,"32.93601972627571,35.07738789098372",60
12871,460,"31.82833417138096,34.707661738523285",4
12872,10919,"32.830070343190236,34.981877847793456",60
12873,3715,"31.846721539537036,34.84941745833934",32
12874,18810,"32.94444768830495,35.2783175434892",60
12875,11625,"32.7984890273568,35.05549306276903",60
12876,5417,"31.971933427416435,34.91635462103323",60
12877,3973,"31.95753219926353,34.903602294410135",60
12878,4002,"31.957164207163046,34.920796548653854",60
12879,4020,"31.95282880472049,34.910567131336045",60
12880,8300,"32.34784030793958,34.891711844620744",55
12881,18112,"32.93840030248927,35.078306040835436",60
12882,11662,"32.792846394273006,35.044618930358446",60
12883,5246,"31.94435473069815,34.716579375483",1
12884,7096,"32.06539714948747,34.793512094254616",60
12885,18050,"32.94113587239977,35.08901307682617",60
12886,5423,"31.85799411234126,34.859224066192205",18
12887,5272,"31.936717131568045,34.72229233424976",1
12888,5273,"31.93654025600147,34.71502378761508",1
12889,8308,"32.342738293682515,34.89678091333781",58
12890,19964,"32.960008436365456,35.087941758853674",16
12891,5424,"31.851994752446345,34.856758027877085",18
12892,3730,"31.856364084966575,34.86566113561986",18
12893,5284,"31.919013898616377,34.72833520740657",6
12894,4936,"31.91255555904326,34.73130737729416",24
12895,19419,"32.8608981425178,35.363905939434474",31
12896,14153,"32.96692395842305,35.59866295135409",4
12897,14154,"32.96356462284245,35.599267634164875",4
12898,13788,"32.964096347868264,35.60534060241274",4
12899,18042,"32.91948130719294,35.09525180109339",60
12900,9133,"32.3433225542312,34.871457150624266",60
12901,29840,"31.765411606159912,35.115434005285266",25
12902,29943,"31.75881542872423,35.12588563704278",9
12903,6821,"32.132069058052416,34.92429369654943",60
12904,6398,"32.12247918616221,34.911246128316485",54
12905,6318,"32.117806540083464,34.9172121564318",60
12906,18741,"32.972427366535925,35.24918400358226",31
12907,201039,"32.84711482979642,35.66861280549891",3
12908,201043,"32.856036779475936,35.664763605301246",3
12909,201052,"32.84320922675571,35.7896069902332",5
12910,201049,"32.829305905073,35.780604765726814",7
12911,201050,"32.817449610580454,35.713852900055294",5
12912,18744,"32.96706379393469,35.23426197913145",30
12913,201038,"32.84154596981046,35.66826928750115",2
12914,201053,"32.845815264769044,35.79636316717669",3
12915,18031,"32.91426877100247,35.0933370703215",60
12916,5189,"31.75834465650657,34.97248077084075",60
12917,29942,"31.75632042776552,35.116022624045584",7
12918,29841,"31.758966102430836,35.113644309318865",5
12919,29914,"31.751796597384534,35.11966850991252",7
12920,9057,"32.13438300630126,34.922005176659354",60
12921,6314,"32.12265925922665,34.914689635392456",60
12922,5199,"31.752718710254367,34.976434500450964",60
12923,18751,"32.975097120890645,35.240555175243124",31
12924,201040,"32.85121094777266,35.668710460311424",3
12925,201042,"32.8547832299798,35.66841768109554",3
12926,18038,"32.91352608097205,35.08833810168554",60
12927,18040,"32.90821665672224,35.08798752546526",60
12928,18108,"32.92297336686059,35.09328284368825",60
12929,18035,"32.91882625803163,35.08823227002639",60
12930,8228,"32.34287811133671,34.86968579014313",60
12931,9058,"32.134854540531855,34.92649775727873",60
12932,16658,"32.60972589352411,35.28955624505621",60
12933,10354,"32.78386085601098,35.162294630304174",47
12934,10333,"32.80049467336366,35.17017168022827",57
12935,201019,"32.843093998972904,35.75652361317461",4
12936,201041,"32.849989092074765,35.66455706495081",3
12937,13564,"32.959878325137915,35.59049898375499",6
12938,18106,"32.924586425889935,35.088619696703084",60
12939,10284,"32.800722781618816,35.17464019825712",56
12940,13787,"32.969530385547976,35.598997846180715",4
12941,13790,"32.95566706396617,35.60301636066043",4
12942,60196,"32.71923575676351,34.93464146627985",11
12943,12109,"32.69882780562665,34.92888417450015",12
12944,6346,"32.12193671983604,34.904103778250736",39
12945,10295,"32.79891693740847,35.1477285554486",53
12946,20006,"32.52092007690501,35.29827232833891",9
12947,201051,"32.741587302349444,35.65899359450032",1
12948,8293,"32.34992387367618,34.86854420099727",60
12949,10328,"32.7867806926625,35.17064085368189",47
12950,10300,"32.792271410450795,35.16725733637866",50
12951,6822,"32.133399056555305,34.91868431508927",60
12952,10283,"32.79875730675235,35.16707957173099",57
12953,12400,"32.77961131403256,35.17923407634445",38
12954,201032,"32.891427805486174,35.68170493060649",2
12955,8291,"32.346846952607756,34.86780136765225",60
12956,29941,"31.754707246502214,35.10501677473822",4
12957,29950,"31.767224419299104,35.12511732617008",27
12958,30861,"31.760463386432225,35.13162310933552",22
12959,13791,"32.954279050863505,35.61490785720926",4
12960,30858,"31.763729661290085,35.13034976228565",29
12961,20448,"32.53400111493436,35.16188028106043",60
12962,39511,"31.06288441721039,35.03871932043343",38
12963,39519,"31.06653369050677,35.040830995092236",38
12964,7621,"32.194869903440335,34.89383032606466",60
12965,17310,"32.83358920330576,35.44799896222628",6
12966,17309,"32.830109623986345,35.43791050795238",5
12967,15603,"32.859411100298395,35.46040092755034",7
12968,6641,"32.10324727958412,34.84335432774988",60
12969,39544,"30.98343401572877,34.933044943005946",16
12970,10795,"32.776377311750295,34.98733677919731",60
12971,10680,"32.772173494218784,34.98800494242055",60
12972,6557,"32.157871433301,34.857909029561995",60
12973,999,"31.432670395551224,34.534404443406295",0
12974,18965,"32.90814409189271,35.29746749212966",60
12975,19232,"32.910697848774895,35.29196294132743",60
12976,6132,"32.04799893953504,34.8048884144384",60
12977,10923,"32.81797876339235,34.972285417087896",60
12978,39871,"30.605079468809944,34.79324185508264",34
12979,7068,"32.056237266385935,34.78719787657371",60
12980,39609,"30.98486945412626,34.93412573697943",16
12981,39542,"30.982673473064754,34.934951051336334",16
12982,6343,"32.110418451595784,34.85585533268922",60
12983,4629,"31.913977702777558,34.927265644948505",5
12984,39870,"30.607537061313547,34.79742082690041",34
12985,39509,"31.061251123818693,35.03436778313742",38
12986,6339,"32.11693338095304,34.84985092951744",60
12987,15602,"32.855189442707754,35.473308326857996",5
12988,39964,"30.6033786713924,34.78853128760501",34
