,gush_number,lat_lon,restaurant_number
12139,30523,"31.786156134423056,35.23788475627933",60
12140,6710,"32.023156079570136,34.898935130056636",51
12141,6781,"32.018315668684444,34.79946053202044",60
12142,19032,"32.916691986148884,35.22046859291083",28
12143,9152,"32.38413647349523,35.0373481442792",23
12144,6709,"32.01717445789975,34.9000708290472",47
12145,6784,"32.01680275505117,34.80318092604784",60
12146,6866,"32.01270123582078,34.781864750847305",60
12147,19371,"32.827020546629754,35.39176250243966",21
12148,19036,"32.91595310831631,35.23288184681794",38
12149,10266,"32.82531288294234,35.15979134894925",60
12150,7022,"32.04915175019546,34.751491968463185",60
12151,6016,"32.01335086006059,34.79801825285862",60
12152,14422,"32.99674469924646,35.55084368430386",43
12153,12767,"32.60488781630362,35.009827050940586",2
12154,19373,"32.82113742640892,35.39694178346624",21
12155,9151,"32.385637971623616,35.036059481013034",25
12156,60118,"32.13102640738969,34.582635483928534",0
12157,60116,"32.10842673266785,34.68270539527266",0
12158,12725,"32.77765457750675,35.00136449516843",60
12159,60117,"32.11975971377219,34.632442516795734",0
12160,10732,"32.78433210368517,34.97233978772387",60
12161,2982,"31.57340641928832,34.7684029386408",7
12162,2983,"31.56862089422409,34.76506030247826",4
12163,8844,"32.387520983932085,35.02690683606355",25
12164,10245,"32.83961083166416,35.14317018346196",24
12165,6395,"32.08903163414105,34.883778496075955",60
12166,19394,"32.81405951934435,35.40109785689145",18
12167,13806,"33.009399933652944,35.56832130309948",6
12168,10263,"32.830544873760395,35.145032265025804",48
12169,3028,"31.58349191474112,34.76572790845845",60
12170,2997,"31.569722968903825,34.7526109268634",6
12171,13849,"32.997159302179114,35.57033106263754",33
12172,10246,"32.832309758924474,35.15365506168292",56
12173,15413,"32.826611851991196,35.399812159587064",19
12174,100211,"31.296262427540366,34.696226221781465",0
12175,8716,"32.44358863936407,35.05134355843468",60
12176,39662,"31.30521600781985,34.63219477284475",17
12177,4889,"31.873062100396872,34.713483053870476",46
12178,4885,"31.86580609245028,34.7093611787235",37
12179,4904,"31.880377646379532,34.71834207265293",54
12180,39635,"31.301054710103234,34.63139730101738",17
12181,39987,"31.3007008447847,34.63601652982938",17
12182,39989,"31.29828074782068,34.63511567504187",17
12183,6156,"32.06081327464843,34.81593345960386",60
12184,6968,"32.08311555626834,34.77040497367459",60
12185,39991,"31.295201604456484,34.636311659401215",17
12186,39993,"31.293720592382318,34.63634044742381",17
12187,39992,"31.295131045751855,34.640822079024325",17
12188,4944,"31.87125353793047,34.7454262910945",54
12189,4358,"31.91969529799783,34.8552932155913",60
12190,3550,"31.86638967161507,34.74791032432431",54
12191,3510,"31.87333372913615,34.75627941502068",58
12192,5918,"31.8672662173512,34.75921507815149",56
12193,3516,"31.86756638194609,34.750370577049296",56
12194,29842,"31.719454777565893,35.088912580940985",23
12195,29862,"31.716731345140257,35.090743713215986",22
12196,8707,"32.44999109855096,35.04337887080292",53
12197,39994,"31.293291375080088,34.64255646321598",17
12198,2622,"31.866143710256715,34.769279114766945",37
12199,3508,"31.872949177031,34.76472157387986",49
12200,3507,"31.878886915059052,34.757049612098626",58
12201,5960,"31.86703920444667,34.73694062578003",55
12202,5023,"31.86846105495251,34.75024650307121",57
12203,29854,"31.721788496015098,35.094972128086496",22
12204,8717,"32.44846008085269,35.055680117245394",57
12205,5959,"31.868362535899465,34.732540090992444",55
12206,5961,"31.864907621104713,34.729951390716046",54
12207,5497,"32.0825376256427,34.95626791834128",60
12208,4743,"31.916316314962557,34.85704558501104",60
12209,39988,"31.300686907502726,34.63999250066786",17
12210,3549,"31.864934640454923,34.747122117611305",52
12211,5919,"31.860028326382892,34.758669238462396",49
12212,39661,"31.306958587201663,34.638142750827136",17
12213,4887,"31.86112275487899,34.715125808235335",46
12214,39636,"31.29799856456303,34.6312507474286",17
12215,3525,"31.86227560921865,34.75183709297834",54
12216,5962,"31.863639047288025,34.73464325694345",52
12217,13877,"32.974697627395216,35.485625111778745",60
12218,39990,"31.297944170099537,34.639273889187244",17
12219,3530,"31.86008755106336,34.74494504556034",49
12220,13878,"32.97474244064685,35.49025275352429",60
12221,5376,"31.87244345249757,34.73496571460033",54
12222,4601,"31.921410081052194,34.85156218880448",57
12223,13083,"32.9693385062792,35.48877707805093",60
12224,13601,"32.96825692648479,35.48198452666394",60
12225,39671,"31.294272009607873,34.6311146985381",17
12226,301,"31.733549969555497,34.752292786900846",45
12227,16544,"32.69722272040722,35.28591390702416",60
12228,17326,"32.81592006547005,35.454325626923875",6
12229,17328,"32.81163506920745,35.45629842528945",4
12230,5932,"31.917954289633695,34.86842826347547",60
12231,5936,"31.914856712766067,34.868386319963406",60
12232,1937,"31.688724749476947,34.56902469872111",60
12233,6663,"32.17991581689156,34.84618643319556",60
12234,7651,"32.18558743899316,34.85541952754789",60
12235,3872,"31.810697763550916,34.767653709790935",46
12236,14107,"33.01894721015595,35.44981442771267",17
12237,3634,"31.937087373474757,34.81668804911307",53
12238,1961,"31.67058719114331,34.564590175199136",60
12239,10207,"32.52552067534559,34.94598831138728",60
12240,19158,"32.92276510693949,35.30548160163526",60
12241,19002,"32.91943230691683,35.30507055625566",60
12242,19139,"32.92765819743864,35.29805565322202",60
12243,18983,"32.92157658951583,35.28982570952071",60
12244,39007,"30.928417841206617,34.4215506245631",7
12245,39261,"30.931575086282372,34.40876723625544",8
12246,15564,"32.895673501844264,35.40707326309604",26
12247,17329,"32.8086504708665,35.45305351550685",3
12248,17327,"32.81383105396821,35.45907662421144",4
12249,4731,"31.91263008851835,34.867942582813775",60
12250,10107,"32.46194296451535,34.980042258348256",60
12251,5324,"31.919469327913824,34.870928717097875",60
12252,6577,"32.175258156864864,34.854555835997736",60
12253,21135,"32.9232631278203,35.298321901137264",60
12254,6584,"32.17255755337007,34.86889493367067",60
12255,2834,"31.61171770491758,34.556943107602784",17
12256,18982,"32.920733516621745,35.30198170383291",60
12257,7227,"32.06606195089602,34.76682427657098",60
12258,19488,"33.017181644489234,35.3476368491266",18
12259,2249,"31.79206450598867,34.76833037941926",45
12260,60058,"32.659954562293315,34.72688707651898",0
12261,60063,"32.615884067472805,34.715648299211246",0
12262,60062,"32.60666937703788,34.76605868903502",0
12263,60061,"32.59743436704584,34.81645897071464",0
12264,2831,"31.609557299142182,34.5347615291273",7
12265,2839,"31.603610635767005,34.54088547934614",7
12266,17330,"32.807061480170134,35.45690410285346",3
12267,60056,"32.641496345893,34.82774507268064",0
12268,60051,"32.685557081676556,34.839042029248375",0
12269,60052,"32.69480066247908,34.78859440951213",0
12270,60053,"32.7040238437746,34.73813662070071",0
12271,60057,"32.65073563384917,34.77732114255121",0
12272,60133,"32.00727194978555,34.52137985884555",0
12273,60123,"32.08709329032218,34.56593857398143",0
12274,60122,"32.07181682057974,34.61422094603259",0
12275,60121,"32.05641590496641,34.66272434086775",0
12276,60126,"32.011798314988155,34.63791154328395",0
12277,60131,"31.97061469230387,34.616370851346446",0
12278,60132,"31.989019388784754,34.56883803636644",0
12279,60128,"32.04824169359766,34.54348044856298",0
12280,60127,"32.030116735718465,34.590604857924",0
12281,10637,"32.48885287725181,34.89236578411163",42
12282,2251,"31.787654049127585,34.76157330801066",42
12283,10645,"32.4822025716438,34.89518756235144",44
12284,2608,"31.7378954314936,34.80247384060785",8
12285,17332,"32.800934395228445,35.46203883640458",6
12286,10108,"32.45911961489149,34.975849414181106",60
12287,1435,"31.617465896290877,34.557327369249975",15
12288,2706,"31.733328388394195,34.82595658611947",2
12289,1436,"31.618748783192537,34.5462434514995",6
12290,6882,"32.11662765898192,34.84023006606976",60
12291,2838,"31.603976824721006,34.5521224440513",17
12292,6643,"32.10169735348805,34.826269419797214",60
12293,19156,"32.92563372487243,35.30321954788281",60
12294,30022,"31.7689426058261,35.21521966010421",60
12295,39008,"30.989771507948287,34.498817988243644",0
12296,39017,"30.906194116508566,34.49375428041816",0
12297,39018,"30.82364990939883,34.4548595562135",0
12298,80051,"31.80143850153937,34.79057413826529",48
12299,4586,"31.801297660663376,34.781899945691876",45
12300,10688,"32.760459774436775,34.97996239025006",60
12301,12708,"32.762271789765855,34.97727500535474",60
12302,22629,"32.591147127806174,35.512524083582626",0
12303,22636,"32.593742016527756,35.521604999618404",0
12304,22632,"32.589355467179786,35.53124840536647",0
12305,38106,"31.261902245738057,34.772639518172355",60
12306,5725,"31.853442625792383,34.850976121882084",25
12307,39605,"31.32247087755956,34.62162053396861",18
12308,100212,"31.315956975166195,34.63476292604476",19
12309,19195,"32.98920952064729,35.29079018250651",54
12310,5718,"31.980076772457732,34.93098252130668",56
12311,10484,"32.78555563150811,35.197184242016284",50
12312,7190,"31.923324603438324,34.848177458803605",54
12313,10585,"32.40937504623635,34.88907050135302",39
12314,8393,"32.392495829875095,34.89000461778252",32
12315,8394,"32.39655484910146,34.89709162619979",33
12316,8389,"32.401841719484935,34.89800650922881",35
12317,2872,"31.678317725122113,34.57216353170098",60
12318,29864,"31.71574676210682,35.1050458408586",19
12319,22634,"32.59367490923194,35.51856506252658",0
12320,5721,"31.973213945050926,34.931716932554075",40
12321,5722,"31.9699981043326,34.94183899943892",27
12322,19794,"33.0243376638097,35.26045393594934",60
12323,10323,"32.78825863528335,35.200152018923625",46
12324,4359,"31.921160230764,34.850072434570095",57
12325,8388,"32.40097017777022,34.891730666943",30
12326,1335,"31.674950973347283,34.57259681443015",60
12327,30781,"31.714308825881254,35.101279234976936",20
12328,6316,"32.1176835828511,34.92745320443051",58
12329,1240,"31.678005150749915,34.577464962116174",60
12330,1933,"31.68105719459988,34.5729033150779",60
12331,4736,"31.86551639131659,34.87411873280752",11
12332,5425,"31.856334617221098,34.85166160991456",25
12333,6909,"32.074224561840104,34.76649080472075",60
12334,8549,"32.16217827304094,34.948529091506",60
12335,7633,"32.16947409839024,34.96004334711847",60
12336,7189,"31.922901083132285,34.844509640558435",56
12337,4742,"31.918471824253533,34.84379609949451",60
12338,2855,"31.674799743908135,34.57600553628787",60
12339,3728,"31.857142979851897,34.86991714497708",18
12340,3721,"31.87124562267845,34.86921241811997",19
12341,8548,"32.17419552705263,34.95176115533318",60
12342,3204,"31.677782791282894,34.574521073432884",60
12343,4581,"31.796356725249087,34.781458376055774",45
12344,3720,"31.870457024754234,34.86651675320387",19
12345,5421,"31.864978612357287,34.86211299882578",18
12346,6521,"32.16587487199083,34.81547250836479",60
12347,5450,"31.787143499913046,34.7806104247664",40
12348,5447,"31.796621603672623,34.798591139173986",42
12349,4593,"31.79426674439524,34.79182653531212",48
12350,400224,"31.335378327168637,34.648449177528065",16
12351,400225,"31.333414296200406,34.64097104830182",18
12352,100242,"31.334500606832968,34.63629973490157",18
12353,19894,"32.9926181762352,35.29102055316083",59
12354,4592,"31.800995716282337,34.792089072826705",48
12355,10374,"32.80267427536981,35.18231501652453",57
12356,10331,"32.80430290640079,35.191029552765634",55
12357,7200,"32.162505359257125,34.813590496708166",60
12358,6421,"32.16065506724066,34.81308334453616",60
12359,22631,"32.58740356998689,35.51906149397781",0
12360,1241,"31.671708790425274,34.57333939252803",60
12361,3727,"31.864421038941348,34.868459637994505",18
12362,101068,"31.33919634330003,34.62315280168854",16
12363,400226,"31.330250430201527,34.62829469108348",19
12364,400018,"31.339039882147706,34.62113726396647",15
12365,7375,"31.980926661028057,34.80744998243824",60
12366,100570,"31.24721795795352,35.091565572084555",6
12367,7932,"32.298973799967875,34.85117499781009",60
12368,903,"31.4705736437825,34.534102961272396",3
12369,20455,"32.50647208161009,35.1589196511514",60
12370,20407,"32.50828877779133,35.14803172406676",60
12371,18986,"32.91329363865624,35.28224825566777",60
12372,19071,"32.913759983681295,35.28666042431044",60
12373,19066,"32.91762677128644,35.277327235946004",60
12374,18984,"32.918741629079165,35.2805126076781",60
12375,1363,"31.6246213619118,34.652106574970475",2
12376,1389,"31.62531210693339,34.659110809024256",2
12377,29877,"31.7141760904865,35.097698473781264",20
12378,20456,"32.5019672346678,35.149242050748164",51
12379,20457,"32.50069927822811,35.14125499527621",50
12380,1638,"31.605888376165176,34.656148919031864",1
12381,1650,"31.588384126567288,34.6564448960742",0
12382,1407,"31.620532289977362,34.659019815475574",2
12383,1365,"31.614394851777647,34.65507244517348",1
12384,100576,"31.253173438702945,35.0812150704551",6
12385,100715,"31.249598642047157,35.07796454599502",6
12386,12474,"32.80981229172226,35.00197829249191",60
12387,201054,"32.98579156767398,35.6848954218154",14
12388,201055,"32.98415308374977,35.700734610104405",14
12389,7373,"31.983329511897978,34.80312769554045",60
12390,100722,"31.244523785111507,35.0890412873317",6
12391,100758,"31.251998755870176,35.09612867607768",5
12392,20353,"32.503068077941144,35.12275684233049",59
12393,20355,"32.50765195489909,35.140957386338144",60
12394,2167,"31.58226895527196,34.65761348176639",2
12395,1637,"31.607374427967457,34.66076363545956",1
12396,2158,"31.606579602818584,34.66511290660098",2
12397,12473,"32.810902602354744,35.00300110613369",60
12398,100583,"31.245403557317466,35.086361356875614",6
12399,20459,"32.49818999219491,35.12850964608953",37
12400,100571,"31.250409721824294,35.091267364936975",6
12401,100572,"31.25103491577578,35.08883849578457",6
12402,10271,"32.81274790589408,35.172043118952246",57
12403,20408,"32.506849811222544,35.153372960902",60
12404,20354,"32.508746235930204,35.134723825651115",60
12405,20546,"32.503412973479435,35.14142382741139",56
12406,4071,"31.934034406310545,34.74787693826186",6
12407,2794,"31.61832966577408,34.67271769189065",7
12408,12736,"32.81057481127435,35.00021784691261",60
12409,201009,"32.99777428390979,35.680263531806204",14
12410,10268,"32.81849663942974,35.17170017625175",58
12411,2161,"31.612103850271232,34.68284693734403",5
12412,12475,"32.811608631994844,35.00160796799275",60
12413,100573,"31.248171017209348,35.088564107861025",6
12414,2156,"31.596438616753375,34.661571110379384",0
12415,3501,"31.901751738473582,34.74210544765947",29
12416,201044,"33.00360424071894,35.6598990398992",11
12417,100721,"31.241956778525925,35.086681098929866",6
12418,100582,"31.24315727405103,35.0848484666468",6
12419,5404,"31.901461658781777,34.73878753388008",34
12420,100703,"31.245575067528247,35.074451006461416",6
12421,100073,"31.246741576130432,35.08067221409776",6
12422,100716,"31.24529660537801,35.07734342999142",6
12423,2154,"31.5940774117948,34.66810561391599",0
12424,2153,"31.596516351499186,34.671336081300325",1
12425,2157,"31.60005614540676,34.666815290578704",2
12426,3222,"31.612914229683813,34.66761606501342",2
12427,12737,"32.810056075365935,35.00111154922948",60
12428,815,"31.461848272591126,34.520488746366595",3
12429,20460,"32.494887299468104,35.13696496905354",31
12430,1647,"31.59880661025459,34.659024213808515",0
12431,100700,"31.248725986207713,35.067605282850266",6
12432,100697,"31.251870242512044,35.06777297100266",6
12433,100702,"31.24665951954689,35.069845323904204",6
12434,100577,"31.252685768902584,35.0756379085731",6
12435,816,"31.467935335713836,34.52111989201437",3
12436,100575,"31.250111603310113,35.08197139612523",6
12437,898,"31.451053493975753,34.51387646825076",4
12438,2160,"31.61819113809797,34.68463998574053",8
12439,100579,"31.253068575291074,35.08751660339676",6
12440,100580,"31.243620759314098,35.08049283469571",6
12441,100574,"31.249985126101684,35.08543549684398",6
12442,1615,"31.609026004014186,34.695196972678964",6
12443,100696,"31.25358804579422,35.068470530172945",6
12444,100699,"31.24997528592207,35.0730189121289",6
12445,846,"31.460158046538584,34.512627237146724",3
12446,1366,"31.614722532787642,34.648996524602154",1
12447,1364,"31.6199750954772,34.65321879999197",2
12448,100698,"31.25115818986907,35.06962709216036",6
12449,100578,"31.252819506268786,35.071132239475084",6
12450,201048,"32.92812644495799,35.64228498614371",1
12451,1639,"31.60769729509038,34.65149702144118",1
12452,100720,"31.239190381748404,35.08380036624657",6
12453,100581,"31.24214597924177,35.08222448571052",6
12454,12796,"32.64668272527002,35.099675114009464",49
12455,12774,"32.64467064034609,35.09652917845264",49
12456,100232,"31.42180363654078,34.75069752430275",57
12457,19888,"33.08097215761858,35.155207231670374",23
12458,6401,"32.080774533457586,34.90134333368658",60
12459,100521,"31.449976457225628,34.75844383052443",7
12460,11493,"32.6718859187116,35.09657704194037",50
12461,11502,"32.681102818042355,35.07346863492987",60
12462,11499,"32.679536225432734,35.086082903755525",60
12463,2543,"31.7430948474785,34.73273379623753",35
12464,6144,"32.05971500709119,34.82193195858256",60
12465,1215,"31.66521130388173,34.59128538444601",60
12466,2383,"31.66838228628181,34.59219109725775",60
12467,17162,"32.69083717847896,35.09669877963341",42
12468,11491,"32.680042586842816,35.107839759349204",32
12469,11399,"32.693160960088186,35.109200357447335",25
12470,30268,"31.789720231107133,35.17951565998494",60
12471,100225,"31.41696800301892,34.75365799390614",60
12472,1653,"31.659108586074385,34.582850516332684",60
12473,30258,"31.79294210386946,35.17977076431923",60
12474,100247,"31.45924989788003,34.77097092250849",6
12475,11501,"32.68859415462177,35.07850864653652",60
12476,17163,"32.696957744242866,35.09434598550358",50
12477,11397,"32.69687909095699,35.10528534108994",32
12478,6402,"32.08141885951147,34.89563615994787",60
12479,100270,"31.46249696564164,34.74347818460449",6
12480,2511,"31.778351482878,34.676057002215664",54
12481,1297,"31.662848892295415,34.58201694302081",60
12482,2881,"31.66981724986109,34.58905371526205",60
12483,11400,"32.688897817665506,35.10940337503156",28
12484,101057,"31.44638963673211,34.76793519905912",7
12485,2744,"31.736259711558535,34.701454534202384",7
12486,2542,"31.747150038025193,34.725447231046594",34
12487,3070,"31.73745305577278,34.730055954801706",36
12488,19889,"33.0780085372223,35.15289772393502",22
12489,17174,"32.7023233265843,35.100854115936166",35
12490,6406,"32.08174082401353,34.89806129162513",60
12491,324,"31.740570392505802,34.723706631912165",31
12492,322,"31.73064984861104,34.72042521551256",32
12493,320,"31.73385975333668,34.71133148977105",9
12494,321,"31.73035320233647,34.710484311488706",10
12495,1228,"31.664294669923468,34.58328028439037",60
12496,1282,"31.66479555231461,34.579667119077506",60
12497,11083,"32.645814660925524,35.09444952683625",49
12498,319,"31.73833973221695,34.71536089290717",27
12499,1209,"31.664067851561203,34.59017455423228",60
12500,11490,"32.67940332535126,35.11536058549077",31
12501,11487,"32.681948599638126,35.10216268947722",29
12502,11684,"32.81312333963191,34.984920573231314",60
12503,11687,"32.81172986714184,34.9829101830667",60
12504,11362,"32.81598277987659,34.98499039491562",60
12505,30912,"31.789931341672546,35.21291641738301",60
12506,100522,"31.450311509000723,34.76304933422135",7
12507,1208,"31.659937359425506,34.58707512466932",60
12508,11500,"32.68206712509861,35.09243195355433",52
12509,11408,"32.687336084352324,35.11534891307875",35
12510,17175,"32.69023257853651,35.103747230087976",28
12511,11683,"32.81377571146447,34.983910004984494",60
12512,18321,"33.0813643341797,35.14805494862755",21
12513,17168,"32.70516416258279,35.09405437096262",47
12514,100976,"31.438384108496347,34.76107247227303",7
12515,101006,"31.426713359560086,34.7525837589564",11
12516,1214,"31.66132523704938,34.59273146692244",60
12517,10106,"32.464824785926794,34.98744374043535",60
12518,11337,"32.58782329117429,34.977612558258514",60
12519,11343,"32.58949488216674,34.99219186431151",6
12520,11336,"32.592946977020006,34.984213998273056",58
12521,17869,"32.81187859671052,35.47698396105182",11
12522,17334,"32.807470116527064,35.476537075812324",14
12523,17317,"32.81635447989978,35.47162568889474",5
12524,6981,"32.04880837471371,34.78360927862855",60
12525,30130,"31.751430897089325,35.2112860364637",60
12526,11340,"32.587007416385404,34.98633860186605",39
12527,17333,"32.811293862037694,35.46549179447615",7
12528,17318,"32.821548050207,35.461927869775884",2
12529,6013,"32.04071871294863,34.78465287366083",60
12530,10114,"32.45838804592963,34.99376424650572",60
12531,10542,"32.688798943947056,34.93648583717193",11
12532,6979,"32.05149835006158,34.787977300099165",60
12533,7066,"32.052539094803016,34.78332198848794",60
12534,6950,"32.063190766853786,34.78222534640254",60
12535,6980,"32.04905096439495,34.78602873542931",60
12536,7067,"32.06343653107549,34.787684679416095",60
12537,6610,"32.141050508926234,34.798161658047555",60
12538,7224,"32.14281042558135,34.799482847535295",60
12539,11299,"32.5855597564062,34.99493885470211",4
12540,11338,"32.58222998881761,34.98225393876769",60
12541,11339,"32.58004634856555,34.9889390056215",16
12542,11328,"32.579766834505214,34.979282026456794",60
12543,10248,"32.833074275307446,35.12996516335176",35
12544,10244,"32.83966440425938,35.13517518519457",16
12545,10159,"32.83793361434829,35.12677382792449",19
12546,8264,"32.327403005256684,34.85447737739678",60
12547,16513,"32.70423591094626,35.300226370761116",60
12548,16512,"32.701921254562144,35.302001234736956",60
12549,18317,"33.07614577956425,35.14205540451912",20
12550,18326,"33.07400227003194,35.13466287820234",22
12551,6235,"32.04993643112192,34.84793512481893",60
12552,3641,"31.935069957528675,34.806807686672556",58
12553,21192,"33.06965734589645,35.12617087823656",25
12554,6494,"32.06462486161694,34.85050260295607",60
12555,8663,"32.34791112140199,35.04352322033282",22
12556,8643,"32.35614300318999,35.02744605917525",16
12557,7727,"32.421837151218995,34.95733235539091",35
12558,6434,"32.177619516211685,34.92188665319309",60
12559,5498,"32.08359637358643,34.96240923498552",60
12560,5581,"32.08625647030833,34.96812295967571",60
12561,10249,"32.82825483604647,35.129020906458564",52
12562,18210,"33.06355953460292,35.11567322848596",24
12563,4612,"32.01719896600635,34.94035913502733",29
12564,9065,"32.35913960665088,34.87316651849973",36
12565,4610,"32.02294919078722,34.9430887222354",38
12566,8659,"32.35018193987248,35.03299966235336",16
12567,8420,"32.35716985748745,34.87697992964868",60
12568,18517,"33.073380231389706,35.14155618451325",22
12569,6233,"32.044206522135546,34.84525438909937",60
12570,5495,"32.09480211555324,34.96777196567935",60
12571,18309,"33.07768258988155,35.132863271694134",23
12572,7313,"32.0490695933437,34.83940888497138",60
12573,8662,"32.35560163021535,35.04607660859341",16
12574,8331,"32.363345800901286,34.87389475198488",26
12575,8419,"32.366362269188016,34.87932811474754",31
12576,8317,"32.36183088534251,34.88449964457483",33
12577,18306,"33.077982265493134,35.13643454861807",23
12578,400172,"31.292024066450104,34.93032104817748",19
12579,400237,"31.293674299650117,34.925824008189764",19
12580,400017,"31.292077013268422,34.9247311078941",19
12581,18324,"33.07009331170422,35.12310502539853",25
12582,4604,"32.020165124183606,34.938236815588176",34
12583,19006,"33.07657961727929,35.11967319376916",22
12584,21191,"33.07299423377292,35.12841639841216",25
12585,4688,"32.016297907476826,34.935864558678084",29
12586,8298,"32.35885045267893,34.884153316062225",40
12587,6553,"32.13807008170062,34.85558701329748",60
12588,8296,"32.3529780017796,34.881859815432385",60
12589,6562,"32.1412058818184,34.86424650345028",60
12590,6563,"32.13404720687515,34.865734274889796",60
12591,10251,"32.83527265128624,35.12250189403444",49
12592,38565,"31.26334611026284,34.84842791116965",8
12593,6573,"32.134124330936885,34.889638261168805",60
12594,6446,"32.14299146151871,34.88970541122385",60
12595,10402,"32.428086518427065,34.92665493248526",60
12596,7054,"32.046395557591005,34.76511602882148",60
12597,7063,"32.045198401979704,34.77029850005727",60
12598,10551,"32.733436630412,34.95637873433392",31
12599,7058,"32.03012380962176,34.75966838127438",60
12600,100517,"31.302812309012577,34.92097403302412",22
12601,201047,"32.78699724571604,35.69224381749156",2
12602,201034,"32.798016267039266,35.6922016056196",4
12603,200000,"32.79246991454616,35.74129659374637",3
12604,7161,"32.027013047491195,34.764217099385164",60
12605,7164,"32.02798389293015,34.769372775051515",60
12606,7163,"32.02474066729502,34.76785553829269",60
12607,6546,"32.15558553383514,34.84275612330484",60
12608,6969,"32.04858769853244,34.77128486410779",60
12609,7193,"32.12256962246429,34.82071509443294",60
12610,10277,"32.80431021726032,35.17633752949894",56
12611,6332,"32.12762291634487,34.834989609470874",60
12612,7947,"32.277332391724094,34.86492502710192",60
12613,10697,"32.727629926734615,34.94789222701081",12
12614,10991,"32.663230429623844,34.93359050724545",7
12615,201033,"32.80086280002932,35.69108778079288",4
12616,6414,"32.12454319171907,34.817540722883784",60
12617,10276,"32.80799133800765,35.18167155846611",56
12618,10696,"32.717163330407345,34.94592889453295",12
12619,10995,"32.65549122663397,34.930459374223425",7
12620,7171,"32.02456474468734,34.77078965022077",60
12621,10274,"32.8079931823225,35.174868709156",56
12622,10968,"32.6445157741881,34.92956321422823",5
12623,6927,"32.06179185632217,34.76311743964177",60
12624,201035,"32.79976993694364,35.6872931802833",4
12625,6646,"32.10937904003876,34.8097266821732",60
12626,10275,"32.8124045229018,35.18213550107914",56
12627,10704,"32.73815099523547,34.94986199182495",39
12628,10718,"32.75079651415793,34.951133573142535",40
12629,400486,"31.302215190889086,34.914548122647396",22
12630,400013,"31.308067727788504,34.91407559971801",21
12631,400485,"31.302520899526247,34.916094824717966",22
12632,400483,"31.302374736294563,34.91531597424661",22
12633,200001,"32.78977200440047,35.67813753239667",2
12634,6644,"32.10124704400714,34.819358870051744",60
12635,10273,"32.811658691525224,35.177026124683415",56
12636,60045,"32.72034828488314,34.90081099099994",0
12637,10528,"32.70391928786469,34.9402722790866",13
12638,10527,"32.71011295102857,34.943113523021985",13
12639,201037,"32.798153347317104,35.69001061753223",4
12640,10536,"32.6982889552843,34.93625829990754",12
12641,10443,"32.906986508613564,35.09136105441736",60
12642,10537,"32.7033782547019,34.934821493381094",13
12643,260,"31.474156483843686,34.660498510278956",3
12644,265,"31.469492648971,34.659922839352866",3
12645,261,"31.47493840767053,34.65421462004176",3
12646,274,"31.4791951667065,34.6484710956286",2
12647,100246,"31.450786168152728,34.6609294855622",3
12648,7836,"32.24566302489611,34.98830818039087",56
12649,7768,"32.23775436255158,34.982476170843135",51
12650,3632,"31.945108569380118,34.806519415806854",60
12651,9125,"32.26842406549327,34.88193923112325",60
12652,6082,"32.00643906251916,34.815109315036395",60
12653,6005,"32.01074474391139,34.811947777879595",60
12654,6801,"32.002467648815475,34.80503339171504",60
12655,10925,"32.79290374705636,35.0228519846371",60
12656,11213,"32.78991944479817,35.02104954839765",60
12657,6176,"32.047386623296084,34.834648451437204",60
12658,8572,"32.27352656520402,34.96494861287544",29
12659,6628,"32.12266804772432,34.80594689077669",60
12660,6626,"32.12364977908449,34.813136715611186",60
12661,400136,"31.460296347215465,34.651564923278684",3
12662,400135,"31.460330841543545,34.650796102238424",3
12663,400137,"31.46041518672709,34.655148588292484",3
12664,100559,"31.449316563424585,34.65704585951316",3
12665,264,"31.465408196449612,34.65394595039748",3
12666,268,"31.474651048285338,34.64543360045814",2
12667,267,"31.471537029357435,34.652353540855664",3
12668,3630,"31.947148135409627,34.78604845681769",60
12669,40039,"29.55346948961482,34.947696623819816",60
12670,6083,"32.00068761702356,34.81509408959873",60
12671,7738,"32.222014543295856,34.87961757296122",52
12672,19873,"32.90752396145662,35.28162623272711",60
12673,40005,"29.552980890710103,34.944380221964366",60
12674,6589,"32.165550050907875,34.877252216257624",60
12675,6015,"32.00446861906542,34.80988332717968",60
12676,6806,"32.00624670172541,34.80852945851377",60
12677,12616,"32.786675442130445,35.026316859878",60
12678,8328,"32.36748956178741,34.87593240097321",30
12679,2494,"31.75731931582714,34.670181236228586",31
12680,266,"31.46731871933053,34.64616203290359",2
12681,10892,"32.78592566010973,35.0216838485209",60
12682,12449,"32.78590465230005,35.024692321239684",60
12683,22635,"32.59180269967185,35.52093303616877",0
12684,2636,"31.761286709983473,34.66479959377362",60
12685,11630,"32.78646809773635,35.03088633339673",59
12686,11214,"32.78863951602503,35.024363006106455",55
12687,2492,"31.762663347076444,34.67429245029454",52
12688,100775,"31.452574521194336,34.678081593993994",3
12689,100776,"31.45094075122441,34.678541287977446",3
12690,100777,"31.447060338677016,34.67733668290623",3
12691,5499,"32.08084524574862,34.971097161872635",60
12692,100778,"31.445090601948575,34.673959085492854",3
12693,5842,"31.59981635307585,34.777601648878694",60
12694,11235,"32.77038721370142,35.04408652606225",60
12695,6585,"32.17138457616883,34.87860851872962",60
12696,3693,"31.904597525346233,34.830385462760105",60
12697,7832,"32.25641305982066,34.983472646018136",60
12698,18019,"32.933364374839975,35.08723261429994",60
